MW,LogP_calc,TPSA,HBD,HBA,RotBonds,AroRings,RingCount,fCSP3,LabuteASA,BertzCT,Chi0v,Chi1v,Kappa1,Kappa2,PEOE_VSA1,SMR_VSA1,SlogP_VSA1
113.16000000000001,0.6766000000000001,29.1,1.0,1.0,0.0,0.0,1.0,0.8333333333333334,49.26951472993517,80.52932501298082,4.943782196396601,3.1612309264184786,5.603868808567603,2.6984359410043637,5.316788604006331,4.794537184071822,5.316788604006331
327.453,3.956000000000003,46.09,0.0,4.0,5.0,2.0,3.0,0.3888888888888889,140.88596484471006,662.3260908537667,14.128970007805075,9.082147848580602,15.994630332491234,7.5949439932329295,4.899909730850478,4.794537184071822,0.0
452.5800000000002,4.290020000000003,93.09,2.0,4.0,6.0,3.0,4.0,0.3333333333333333,188.453495224301,1187.7420932824598,19.1005472888048,12.370862762079833,22.077840646161274,9.15972414336528,5.316788604006331,13.212334168400758,10.038883468458419
242.30300000000003,3.2511,59.14,2.0,4.0,1.0,3.0,3.0,0.0,102.16429755786292,673.4522523288844,9.737974215908514,5.993641475994844,10.107601806402725,3.7471718356524617,10.84019487200289,5.106527394840706,5.733667477162185
384.48000000000013,1.78998,85.67,1.0,5.0,5.0,1.0,3.0,0.5714285714285714,165.79257116346557,720.1613973031698,16.39444830370815,9.962006353160097,19.996401818028787,9.447243367415883,19.853471019507335,14.325937321943691,14.953561288656857
387.47600000000006,3.7363000000000026,57.23000000000001,0.0,6.0,9.0,2.0,2.0,0.4090909090909091,166.51345515780167,765.7641635320127,17.44412049451975,9.131672424171262,21.56873372893044,9.461146283917621,18.947451815200196,23.741988999272017,14.210588861400147
454.9390000000002,3.742200000000003,80.48,1.0,7.0,4.0,4.0,5.0,0.22727272727272727,186.62472229730156,1318.8329134268752,18.228675615113065,10.996517701489767,19.99015746753689,7.95626211097967,14.743300079491233,9.843390348640755,15.196039579702534
488.54800000000034,1.4781799999999998,121.51,2.0,8.0,7.0,3.0,5.0,0.38461538461538464,207.98934474947478,1381.0875378629987,20.06774743486775,11.98650947136143,23.93836262901631,10.45557890262172,24.674402763404114,14.268263091671919,20.929707056864718
442.6250000000002,5.437900000000008,74.61,3.0,6.0,13.0,3.0,3.0,0.48,188.66135339892043,940.5950293061306,19.38004686336164,11.932103099000141,23.511800052010962,11.463648334425304,20.26670634748779,14.94991774348146,5.316788604006331
427.84800000000024,3.0642000000000005,109.59,2.0,7.0,5.0,3.0,4.0,0.2,176.5309055527456,1030.110208225893,16.55575664564621,9.606803895006642,19.867826620747913,8.9326638675434,19.370712225710207,18.74308825899704,15.53348693886314
421.4970000000001,3.4830200000000016,76.56,1.0,5.0,6.0,3.0,4.0,0.3333333333333333,180.41853307106166,1150.4762712607487,17.83645695068437,10.469016408125986,20.93278562067283,9.221691824658858,9.473725907600098,9.473725907600098,20.72273620085558
463.4050000000002,5.451400000000006,53.010000000000005,1.0,4.0,6.0,2.0,4.0,0.4583333333333333,193.05164126717858,907.4474638483789,18.986037658868526,11.656838924549026,22.25132106376299,10.112948924674892,19.64320981034171,14.637927532712578,9.636772684650527
255.361,3.7246200000000034,21.259999999999998,1.0,2.0,6.0,2.0,2.0,0.29411764705882354,114.97661531065897,495.62506844693434,11.595964544733219,6.728337092991982,13.62748460330878,6.953864447086801,10.05365155780638,4.736862953800049,10.05365155780638
378.303,4.059900000000003,36.44,0.0,3.0,5.0,2.0,3.0,0.3684210526315789,157.90957296236496,715.864073768696,15.50887526765232,9.25569759207667,18.024372748992057,8.544266845566606,9.799819461700956,4.794537184071822,4.899909730850478
230.27100000000002,1.6132,51.14000000000001,0.0,5.0,3.0,2.0,2.0,0.25,100.11564651130061,499.11374478320033,10.083854018411825,5.2185816641295535,11.319407152511545,4.77714057675928,9.636772684650527,4.736862953800049,9.636772684650527
550.7500000000003,9.981599999999997,49.84,2.0,4.0,13.0,6.0,6.0,0.21052631578947367,248.42457204544138,1600.5446953474432,24.09828682428482,15.232302253990886,27.46890498465872,13.77675045457453,10.633577208012662,0.0,10.633577208012662
411.52700000000027,3.8469000000000033,84.22,2.0,4.0,5.0,2.0,6.0,0.5,173.61273497034693,924.712137615851,17.19191883664819,11.522251926089186,18.729921603732638,7.200492939575905,10.423315998847038,14.69560176298435,5.316788604006331
323.38100000000003,2.972800000000001,75.67,1.0,7.0,2.0,3.0,4.0,0.125,136.21402448739187,867.784757563055,13.11799996656192,7.9733034855470875,13.834958382877526,5.7698940339671925,9.733939541059678,4.417150937053347,5.316788604006331
424.5260000000003,3.026200000000001,88.18,1.0,6.0,4.0,3.0,6.0,0.45454545454545453,174.94932320507874,1236.256063805019,17.652573369919345,12.381162099272862,18.329417698400903,6.276259527195795,14.620751205597735,13.154659938128987,4.899909730850478
476.4780000000002,3.2946000000000017,67.15,0.0,5.0,6.0,3.0,4.0,0.391304347826087,193.51594912988065,1086.153068952167,18.48977462251914,10.810220399406395,23.805988563415433,9.878934100250614,4.899909730850478,22.3561973747711,0.0
314.46900000000005,4.723500000000005,34.14,0.0,2.0,1.0,0.0,4.0,0.8095238095238095,139.6482098695481,588.6489897976311,14.860102176368239,9.604172488927956,15.598585502468657,5.036596433775879,0.0,9.589074368143644,0.0
501.43200000000036,3.0310000000000015,95.94,2.0,6.0,8.0,2.0,3.0,0.4090909090909091,197.74301508710587,1056.0367448442266,19.958745172128243,12.873774158123059,24.795581421251946,10.852285742605781,20.060088683497565,23.05572451704151,10.05365155780638
329.35900000000004,3.6755800000000027,75.00999999999999,1.0,4.0,5.0,3.0,3.0,0.05,145.0775750503888,900.2293212022574,13.346233783389703,7.702218204218481,16.216343556988203,7.752669352807857,10.05365155780638,9.53140013787187,10.05365155780638
326.42500000000007,2.8745000000000003,71.25,2.0,5.0,4.0,3.0,3.0,0.17647058823529413,138.30105021710855,842.4255818413772,13.853329287558925,8.057182679103022,15.301626275510202,6.256729157140678,15.950365812018994,4.794537184071822,15.950365812018994
460.56300000000016,3.154720000000001,83.36,1.0,7.0,4.0,4.0,5.0,0.25,194.6778721345559,1373.7359580459104,19.30188897727193,11.691960048415632,21.294353151255702,8.76074182298049,15.116608065707286,4.794537184071822,15.775965229908817
516.0050000000002,3.8301000000000025,92.53000000000002,0.0,5.0,7.0,5.0,7.0,0.37037037037037035,216.49789012051943,1803.676510492117,21.226785059467584,13.09450244212865,22.475399056748564,8.410648855742421,4.567099647791355,0.0,11.24901029325548
461.5910000000002,3.7487800000000027,83.3,1.0,8.0,7.0,3.0,5.0,0.4,197.66463479015258,1187.3662075191044,19.528401968138912,12.278037323191743,21.958127843961716,9.956932472091422,19.690424242456906,9.473725907600098,14.790514511606428
678.6609999999998,5.865880000000007,105.98000000000002,1.0,6.0,10.0,3.0,5.0,0.4444444444444444,285.88392869725817,1698.6138624416437,28.663961397669297,16.83998420439753,34.49332398109121,14.932804012522748,24.753380750357813,19.120474506015515,10.05365155780638
238.055,1.4262,52.57,2.0,2.0,1.0,2.0,3.0,0.0,104.99341179762412,588.5549324363723,9.57617817336004,5.69444452653361,10.861810015760401,4.197157763424003,15.151733920118367,9.818559759137825,15.590514605467195
339.48300000000006,3.361900000000002,59.22,1.0,3.0,8.0,2.0,2.0,0.42857142857142855,150.6188129177335,620.555221777562,15.645092274112388,8.919543717304593,19.129072805592827,8.25562130177515,5.733667477162185,4.794537184071822,5.733667477162185
258.31000000000006,1.65528,113.10999999999999,3.0,6.0,3.0,2.0,2.0,0.0,107.59593855067455,610.2088297197073,10.107837542218846,5.83081273185407,11.882653637498278,5.15985887324398,16.784123558330702,0.0,16.784123558330702
416.4170000000001,4.326320000000003,80.67,1.0,4.0,6.0,2.0,2.0,0.3157894736842105,160.2343977986492,997.1140699157551,16.18740371328861,9.96210182599959,21.74673993446278,7.8255611204802955,9.843390348640755,36.226969660065976,4.736862953800049
339.24399999999997,3.846580000000001,70.32,1.0,3.0,4.0,2.0,2.0,0.125,133.07228815806775,825.0478403098894,11.893990060288854,6.479687100595533,17.276638606212376,6.579788669907831,9.843390348640755,32.19958772341186,4.736862953800049
425.4890000000003,2.245320000000001,125.38,2.0,8.0,6.0,3.0,4.0,0.45454545454545453,179.4250522663807,1121.4348080421414,17.744905420338046,10.43712440843673,21.201912545319793,8.988281366750673,20.313920779602988,14.580253302440804,16.029797326014243
249.31700000000004,3.802900000000002,37.81,1.0,3.0,3.0,3.0,3.0,0.125,111.8892042315905,674.4035477990649,10.745280152085803,6.356345785086117,11.658106370381013,5.061525404975178,5.316788604006331,0.0,5.316788604006331
298.298,2.745,106.42,2.0,5.0,2.0,3.0,3.0,0.1875,124.73613409480564,973.1896128999355,12.083273677529261,6.784751922648753,14.06439713611295,4.836153844469817,15.257345809056238,14.318215515965875,11.162457869062726
482.60200000000015,3.7374000000000023,103.81,4.0,7.0,13.0,4.0,4.0,0.34615384615384615,201.52325891701648,1263.7593263199442,19.774273875171737,12.305009646907287,24.376964675795193,12.099116143170198,29.987547822235047,19.68678069728151,10.189751201062641
252.31699999999998,3.401620000000002,27.05,0.0,2.0,3.0,3.0,3.0,0.1875,112.01731331854904,715.5957199516102,11.128584416167335,6.331281321685075,11.78097528709742,4.764899603195351,9.303962601591405,4.736862953800049,4.736862953800049
490.46200000000016,5.468300000000004,97.75000000000001,2.0,5.0,9.0,4.0,4.0,0.07407407407407407,204.50740357697984,1325.5650320050713,18.78046662990168,10.77044067262615,24.338234477953588,11.090205056001754,19.897041906447136,32.95015776593409,14.790514511606428
204.22899999999998,1.1223000000000003,79.11,3.0,2.0,3.0,2.0,2.0,0.18181818181818182,86.71270096468879,490.0485079143074,8.10402055147775,4.716241630346446,9.733912004652456,3.744477633359755,15.8241733929501,9.901064578912528,5.733667477162185
380.4190000000001,4.000200000000002,82.19,3.0,2.0,6.0,3.0,4.0,0.2727272727272727,161.12570357877195,1043.1928311760994,15.243604466079363,9.397858699447527,18.224379933537257,7.4623681438945075,15.407294519794245,19.086016810659167,5.316788604006331
444.3730000000001,3.277300000000001,125.79,3.0,5.0,5.0,4.0,4.0,0.15,177.47140281988172,1342.1023994548123,16.43501664296913,9.305812331837924,21.028880630570725,7.796220394822719,15.407294519794245,27.86684690600881,5.316788604006331
446.6170000000002,4.580240000000004,93.09,2.0,4.0,6.0,2.0,3.0,0.5652173913043478,185.2211115902201,1043.7261191165474,20.136445673667044,12.376845826223539,23.315994267754924,8.648957288465542,5.316788604006331,13.212334168400758,10.038883468458419
250.30500000000004,3.8969000000000023,52.739999999999995,3.0,3.0,4.0,3.0,3.0,0.0,111.04257786920665,575.5202687578086,10.298066556585844,6.095931069735504,11.346641020829423,5.265942183016261,10.633577208012662,0.0,10.633577208012662
399.4540000000001,3.811600000000002,89.03,2.0,6.0,7.0,4.0,4.0,0.13043478260869565,173.72076016055289,1164.5740453494438,16.50055416007621,9.542111170584912,19.475291819788083,9.105778638434307,15.37044016181271,9.53140013787187,10.633577208012662
364.4710000000002,2.4477199999999995,93.09,2.0,4.0,7.0,2.0,2.0,0.4117647058823529,148.03729005736966,837.2779557922719,15.722232111293946,9.687315917156985,18.98111487558609,7.689383736353436,5.316788604006331,13.212334168400758,10.038883468458419
354.425,3.4990000000000023,55.56000000000001,1.0,3.0,5.0,2.0,4.0,0.38095238095238093,152.30164114776497,781.8530160943352,14.605411785645163,9.150011010938254,17.035920628639268,7.076871862331877,10.470530430962235,13.921815185546691,10.470530430962235
333.41600000000005,3.6433800000000023,69.53999999999999,1.0,4.0,5.0,3.0,3.0,0.10526315789473684,143.7569256435856,914.8370923469184,13.715136607124725,8.528262973601294,16.033177803430963,7.622310555812808,4.9839785209472085,0.0,5.559266895052008
337.41900000000004,2.5599000000000007,49.77,1.0,4.0,4.0,2.0,5.0,0.38095238095238093,147.59044880002202,683.821086016936,14.174660908135895,8.945686056430711,16.30664327149328,6.618500302108388,9.843390348640755,14.637927532712578,0.0
388.308,3.621520000000002,63.24,1.0,4.0,5.0,2.0,2.0,0.21428571428571427,135.79295932463867,753.0845423619933,14.51651080380955,9.480834624471578,16.19501810957284,6.7207809432045,5.316788604006331,13.212334168400758,5.316788604006331
382.44300000000015,3.813920000000002,75.94,1.0,5.0,5.0,3.0,3.0,0.3,162.8150155396319,994.4305550384197,16.563732625300265,8.930795838842595,19.470991954154616,7.754718695559173,14.783797982648164,9.184952231746642,5.316788604006331
250.30100000000002,3.7523000000000017,37.91,1.0,2.0,3.0,3.0,3.0,0.0625,111.45288727748932,673.980631617627,10.628964577860081,6.118987107954257,11.535332804547558,4.980679594412557,9.720841474747257,4.736862953800049,4.736862953800049
212.248,2.9483000000000015,26.3,0.0,2.0,4.0,2.0,2.0,0.07142857142857142,94.49344888390488,448.67626205276036,8.797106054010534,5.121844020697869,10.42855960264156,5.121140695118211,4.736862953800049,9.53140013787187,4.736862953800049
415.4440000000002,3.337600000000002,92.50999999999999,3.0,6.0,8.0,3.0,3.0,0.23809523809523808,172.38504939445767,1088.6700512853904,16.922518164646576,9.210559768325584,21.253710800170307,8.913269240175255,26.004017369825373,18.31223023322151,21.104107638974895
369.5090000000001,3.8374000000000024,69.2,1.0,5.0,4.0,1.0,4.0,0.6363636363636364,161.61060961700176,770.7476706739338,16.917666074184684,10.101545000137373,18.481772043811425,6.623414819387331,15.207393384762284,9.473725907600098,10.470530430962235
430.9110000000004,5.039200000000005,59.51000000000001,1.0,6.0,8.0,3.0,4.0,0.36363636363636365,179.52875152346598,1027.4353206508295,17.583844342908098,10.416129744677624,20.625447046509084,9.447828505342489,19.690424242456906,13.864140955274918,14.790514511606428
254.28500000000003,3.230800000000002,35.53,0.0,3.0,3.0,2.0,3.0,0.1875,111.33104718867575,590.1979703531082,10.46486736846824,6.2955469603075125,11.78097528709742,5.142773261164342,9.473725907600098,14.268263091671919,9.473725907600098
152.58399999999997,2.2162999999999995,28.68,1.0,1.0,0.0,2.0,2.0,0.0,62.81359584847938,353.1335934262615,5.890508091286144,3.3314444674620867,5.741442725129619,1.9892959285797618,0.0,0.0,0.0
447.5010000000001,3.730500000000003,52.650000000000006,1.0,3.0,6.0,2.0,3.0,0.4166666666666667,185.75115147767207,919.0007764907037,18.28361030078124,10.622788743824701,23.78601604991307,10.165731917381354,10.216698334856808,22.760319511168106,5.316788604006331
417.53100000000006,1.8968999999999998,106.60999999999999,5.0,7.0,11.0,3.0,3.0,0.38095238095238093,172.9129692249858,968.2118135447124,17.219761214765903,10.407892705366535,21.478180336442744,10.519009073104225,30.567473472441325,14.94991774348146,15.506539805068973
499.9620000000003,3.053300000000001,92.53000000000002,0.0,5.0,6.0,5.0,6.0,0.2692307692307692,210.13800455151133,1814.7061576543617,20.31257149709449,12.011986095925147,22.31323579030016,8.499705305112165,4.567099647791355,0.0,11.24901029325548
318.376,4.364900000000003,51.22,1.0,3.0,5.0,3.0,3.0,0.1,140.68499536892006,804.1374266636652,13.34661394508245,7.775587667879583,15.7441906572702,7.417725836455818,10.05365155780638,9.53140013787187,10.05365155780638
444.01900000000035,3.458800000000001,53.6,2.0,4.0,5.0,1.0,7.0,0.72,189.77403911923815,811.8846882079046,19.001687123210942,12.564847446076312,20.46575125680988,8.01685877887019,15.37044016181271,9.53140013787187,10.633577208012662
310.3350000000001,0.8768,116.43,2.0,7.0,5.0,2.0,2.0,0.16666666666666666,121.53529674829683,709.172688016295,12.216266839384714,7.281309542613452,14.850737505038957,5.833949888961301,15.207393384762284,17.891522891929036,19.929488249214373
439.57800000000026,2.06964,100.04,1.0,6.0,8.0,1.0,3.0,0.7142857142857143,178.78224543777722,831.0436313608888,18.7341680850574,12.277851235451823,23.12024193744085,9.71963980458573,4.736862953800049,23.1564501469781,0.0
358.35600000000005,3.0620000000000003,104.3,3.0,7.0,6.0,3.0,4.0,0.3125,147.07112001729894,906.8681418987543,13.870312101029096,8.171056653376422,16.306643271493275,6.618500302108385,10.633577208012662,8.78083009534964,10.633577208012662
429.48400000000015,3.137780000000001,120.27,3.0,6.0,7.0,4.0,5.0,0.30434782608695654,183.8419114673808,1374.7587955665915,17.66851565372373,10.642524368874177,20.027873370794154,7.9792147336845884,20.307204250644723,9.901064578912528,10.633577208012662
361.37300000000005,1.544,75.01,1.0,5.0,2.0,2.0,4.0,0.4444444444444444,148.7315297664084,963.2881482992597,14.659148439902266,8.590996602544717,16.8368029259421,5.979774542196717,24.210309458133068,19.028342580387395,15.065563076551069
412.53400000000033,2.0340999999999996,87.58,2.0,6.0,4.0,1.0,7.0,0.782608695652174,177.1544404228375,848.004231084908,17.770276901927712,11.659684747021993,18.992865057676305,6.631929333508921,20.060088683497565,14.637927532712578,10.216698334856808
392.45800000000014,2.49582,94.47,1.0,6.0,4.0,3.0,3.0,0.17647058823529413,153.5882305473989,1175.5716648242037,15.902046405740208,9.802348727427315,18.150392143132244,6.579362464056162,4.736862953800049,17.949197122200808,9.464580958356933
284.26700000000005,2.8798000000000017,79.9,2.0,5.0,2.0,3.0,3.0,0.0625,119.20345562964454,862.2099982883233,11.160623946718887,6.218279460075116,13.052605705188398,4.863909706783758,19.367068680534807,19.367068680534807,10.16565334570059
277.41100000000006,4.211400000000004,12.03,1.0,1.0,4.0,2.0,5.0,0.4,126.94623411728348,610.8929198710237,12.731686328639373,8.20095926981256,13.090051020408161,4.993710782028756,5.316788604006331,0.0,5.316788604006331
211.22400000000002,2.1018999999999997,50.42,1.0,3.0,1.0,3.0,3.0,0.0,91.80864100326714,631.063845450261,8.407656535516841,4.936275218137789,8.909124351619887,3.341182434541573,5.106527394840706,5.106527394840706,0.0
405.35700000000014,2.602500000000001,85.11000000000001,0.0,6.0,6.0,2.0,4.0,0.3157894736842105,163.8028594864375,924.3212962995218,15.215796975097767,8.940077994256121,18.911264123059144,7.89885738261335,18.896730575423923,32.36672530806673,9.636772684650527
513.9890000000003,3.614300000000002,92.53,0.0,5.0,6.0,5.0,6.0,0.2962962962962963,216.50294666590793,1849.235395288172,21.182814985097565,12.466429232846634,23.251287763320807,8.746946490060964,4.567099647791355,0.0,11.24901029325548
416.9050000000002,3.078800000000002,70.08,1.0,4.0,7.0,2.0,3.0,0.36363636363636365,175.18584406507668,859.1456981071475,17.139072186745064,9.986847425381052,21.14638642232268,9.762021054014122,14.743300079491233,19.4324647167844,4.736862953800049
409.223,2.8166,113.53,3.0,8.0,6.0,3.0,3.0,0.21428571428571427,150.16262437425692,856.2930139175782,14.872993099044942,7.971255643107028,17.01769988116422,7.382852006090359,15.37044016181271,9.127278001474869,15.37044016181271
385.43900000000014,3.746940000000002,106.17,2.0,4.0,5.0,2.0,3.0,0.42857142857142855,162.55902944450995,921.3520937656867,16.035737361507323,9.425443499533174,19.918527957330237,8.041277590529026,10.84019487200289,19.086016810659167,5.733667477162185
268.32,2.45512,63.690000000000005,1.0,4.0,4.0,3.0,3.0,0.26666666666666666,116.61157990824333,735.5716473384844,11.550853985284963,6.5516713924225,12.5960717850756,5.284771342744929,9.720841474747257,4.736862953800049,4.736862953800049
355.2210000000002,4.0782200000000035,56.85,0.0,5.0,6.0,2.0,3.0,0.375,143.7315399222379,704.8605818501577,14.154543613948487,8.105235869427105,16.148848974386226,7.234607223965028,13.996820844573445,13.996820844573445,4.736862953800049
380.5170000000001,3.1811000000000016,62.46000000000001,1.0,5.0,3.0,3.0,4.0,0.3333333333333333,162.96495900776105,932.7603326363255,16.551619738615447,10.018202948723694,17.94818379637724,7.2888260214978455,10.633577208012664,4.794537184071822,5.733667477162185
354.45000000000005,2.647100000000001,65.56,2.0,4.0,1.0,2.0,5.0,0.5714285714285714,152.8781168507647,844.8938109892276,15.149716881753564,9.764845273747566,16.33286330839924,6.1000986211832116,14.827368869587964,14.637927532712576,0.0
560.4860000000003,5.3544000000000045,95.09,2.0,8.0,8.0,3.0,4.0,0.34615384615384615,232.002847874602,1240.1917451186846,23.305585477206865,12.908721154091287,27.56173522998814,12.382467398874647,29.907122577313714,14.268263091671919,29.907122577313714
540.6690000000002,2.2474,163.68,5.0,9.0,9.0,3.0,4.0,0.5555555555555556,228.14446395293666,1256.9006780218347,23.203622104449128,13.294547066110967,28.68204365573758,11.824226792423069,31.31716242865631,19.74445492755328,16.367244685174846
656.6150000000001,6.6058000000000066,112.16000000000001,2.0,8.0,15.0,3.0,4.0,0.375,273.66441962884113,1505.3452502909886,27.542260892416916,15.530661653006288,33.825471125955055,15.785471296240207,25.007212846463236,19.06280027574374,29.907122577313714
456.55500000000023,5.139300000000004,44.0,0.0,4.0,6.0,3.0,3.0,0.42857142857142855,179.89700352659239,1189.895467905149,18.802378623246273,11.390718923772072,22.68,8.625708884688091,0.0,13.171245143024459,11.24901029325548
218.26,1.1734999999999998,89.95,3.0,4.0,3.0,2.0,2.0,0.18181818181818182,93.40897014825208,455.7298267813652,9.026670282288125,4.915410286617845,10.351259370642058,4.138258404397993,16.20419790812442,4.736862953800049,16.20419790812442
469.5710000000002,1.9452999999999987,134.41000000000003,2.0,8.0,9.0,3.0,3.0,0.2727272727272727,193.0908484887271,1200.418921270565,19.580380755738872,11.752587881253127,24.23672995980372,10.470764018115243,15.950365812018994,13.212334168400758,11.050456081168516
457.50800000000015,2.3687199999999997,121.69999999999999,2.0,6.0,5.0,3.0,4.0,0.2727272727272727,184.13011325737264,1348.0693944790492,18.20955692685323,11.576547670914728,21.846644115303715,8.636982800842219,9.843390348640755,18.26118733296969,15.98587324705553
250.301,2.919500000000001,24.83,0.0,3.0,1.0,2.0,4.0,0.1875,111.67544088189433,636.2070098153533,10.490391735733136,6.549446228578665,10.615869506628458,4.124156579183784,4.736862953800049,4.736862953800049,9.74577547775458
314.411,1.4589999999999996,83.58,2.0,7.0,10.0,1.0,1.0,0.5384615384615384,128.4562521662435,473.7363586621033,13.404394866098164,7.73432022536436,17.38173305742369,9.29983776809113,19.950637875916488,9.340461985871018,10.633577208012662
410.86100000000016,3.6275000000000013,100.86999999999999,2.0,5.0,4.0,4.0,4.0,0.23809523809523808,170.15409811896575,1329.3314748022715,16.642503585848424,9.609748719439752,19.14057659965873,7.328229279689782,5.106527394840706,5.106527394840706,11.118533790104014
168.146,2.5004999999999997,28.68,1.0,1.0,1.0,2.0,2.0,0.125,67.23788897344205,361.6121199078538,6.089893887466542,3.499674779756382,7.212656247071833,2.548822573726053,4.9839785209472085,8.78083009534964,0.0
434.36700000000025,3.8589800000000034,68.52000000000001,2.0,5.0,8.0,2.0,3.0,0.4090909090909091,181.3486742867442,848.1912876274138,17.66357580603157,10.495357838797398,21.888299090869722,10.820349939685109,15.160178952647087,9.843390348640755,10.05365155780638
427.45500000000027,3.1159000000000017,83.71999999999998,2.0,6.0,5.0,3.0,4.0,0.2727272727272727,177.9541318419204,1146.4396955443049,17.283945322519624,9.832082878032844,20.79829373825174,8.347504307361099,25.58713849666952,18.31223023322151,20.687228765819043
264.28000000000003,3.7646000000000024,46.53,1.0,3.0,2.0,3.0,3.0,0.0,115.60440505343948,772.5469446867362,10.614563137513569,6.234696707681318,12.23544093091737,5.052938138047801,9.843390348640755,14.637927532712578,4.736862953800049
228.295,3.010720000000001,34.15,1.0,3.0,4.0,2.0,2.0,0.21428571428571427,101.46637906281224,497.08581252465456,10.10402055147775,5.577993910686882,11.455255502156714,5.344160556818801,10.05365155780638,4.736862953800049,10.05365155780638
305.13899999999995,2.4411999999999994,92.51,3.0,5.0,2.0,3.0,3.0,0.0,110.79556670741214,707.5748614926922,10.769703413761562,6.006930858794568,10.969977402725794,4.262897650109057,16.034434602115724,0.0,11.050456081168516
340.22400000000005,4.2737000000000025,42.15,1.0,3.0,1.0,3.0,4.0,0.11764705882352941,131.08113488636414,830.3079865801614,12.968754188203578,7.733581462502352,12.65417772504605,4.739262283161633,10.633577208012664,0.0,10.633577208012664
512.5840000000002,4.650940000000004,122.24,2.0,6.0,10.0,3.0,3.0,0.23076923076923078,209.87996860432168,1306.7901175630884,21.256378059444042,12.468450277963989,26.552939868688462,11.127134091048003,19.897041906447136,32.58712465491338,19.09573050290266
248.228,2.881100000000001,37.3,1.0,2.0,3.0,2.0,2.0,0.07142857142857142,102.50520821244648,547.0116041712566,9.307543254688909,5.310372187269784,12.388578441719476,5.059139367171523,5.106527394840706,18.681894674262168,0.0
327.381,2.2285000000000004,99.07999999999998,1.0,6.0,6.0,2.0,2.0,0.42857142857142855,128.01105328804076,726.0462662768425,13.1775468534928,8.490968144822984,16.568458526165895,6.533333333333334,10.150818414215532,17.2253629690571,5.733667477162185
403.4820000000001,4.929420000000004,80.32,2.0,4.0,7.0,3.0,3.0,0.20833333333333334,175.85614811015827,1032.8759640245019,17.307268478353606,9.783812191242843,21.048836256020987,9.693296893445769,15.37044016181271,14.325937321943691,15.37044016181271
